Datum,Wochentag,DatumNEU,KW,Std.,Log,Schicht,Zeit von,Zeit bis,Dauer Arbeits-zeit,Anzahl MA,Menge N.i. O.,Menge i. O. L4,Menge i. O. L5,Menge Gesamt (Stück),Dauer Org-Mangel,Dauer Anlagen-Ausfall,Störung aufgrund Vormaterial,Dauer Anlagen-Ausfall intern,Dauer Logistik- Defizite,Station/ OP,Bemerkung,Anzahl/ Std.,Fehlercode,Sollzeit/ Stück (Min),Takt Gesamt,Leistung Sollzeit zu Gesamtzeit,Anlagen-Laufzeit (- Org-Mangel),Takt Gesamt2,Leistung Anlage inkl. Anl. ausfall,Anlagen-Laufzeit (- Anlagen-ausfall),Takt Gesamt3,Leistung eff. Anlage ohne Anl.-Ausfall,Produktionszeit(min)/ Std.,Takt Gesamt4,Leistung inkl. defizite,Unnamed: 36,Zeit_von_min,Zeit_bis_min,Station/ OP_raw,Station/ OP_1,Station/ OP_2,Bemerkung_norm,Bemerkung_std
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,8.5,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,8.5,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,8.5,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,8.5,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,8.5,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,8.5,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,8.5,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,8.5,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,8.5,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,8.5,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,8.5,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,8.5,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,8.5,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,8.5,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,8.5,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,8.5,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,8.5,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,8.5,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,8.5,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,8.5,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,8.5,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,8.5,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,8.5,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,8.5,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,8.5,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,8.5,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,8.5,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,8.5,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,8.5,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,8.5,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,8.5,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,8.5,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,8.5,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,8.5,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,8.5,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,8.5,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,8.5,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,8.5,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,8.5,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,8.5,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,8.5,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,0.0,0%,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,0.0,720.0,780.0,,,,,
2023-04-20,4,2023-04-20,2023/16,,,f,12:00:00,13:00:00,0.0,6.0,1.0,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,0.0,720.0,780.0,,,,,
